Year,State,Hospital_Type,ED_Wait_Min,Seen_On_Time_Percent,Admissions,Readmission_30_Days_Percent,Mortality_Per_1000,Avg_Cost_Per_Patient_AUD,Doctors,Nurses,ICU_Beds,Patient_Satisfaction_Percent,Profit_Million_AUD
2022,VIC,Private,24.6,74,133288,11.59,5.25,9367,258,374,148,93,11.63
2024,ACT,Private,27.1,62,88921,6.01,7.06,10904,201,1561,88,77,-10.29
2021,NSW,Private,27.1,85,56538,11.97,6.57,5091,414,1917,79,77,23.27
2024,NSW,Private,16.1,83,120572,17.31,2.35,7599,248,1576,57,65,13.81
2025,NT,Public,30.3,63,119279,14.22,7.99,10408,650,1614,24,60,-7.74
2021,QLD,Private,26.3,69,125909,17.48,6.51,5977,128,1338,43,89,9.61
2025,TAS,Public,31.9,84,27213,12.41,7.18,3842,526,547,69,63,68.64
2022,WA,Private,27.2,80,144693,6.78,5.91,6793,483,200,11,91,10.2
2021,VIC,Private,30.5,64,64223,5.2,7.14,13262,81,262,89,69,51.4
2025,NSW,Public,27.3,83,111655,9.55,2.67,4659,136,1983,28,64,41.2
2022,VIC,Private,31.7,70,88371,15.47,4.09,11789,600,1966,58,68,22.72
2024,TAS,Public,27.6,90,88274,16.85,7.26,8162,442,425,87,64,3.9
2022,WA,Public,24.5,74,127853,9.44,3.21,13705,662,622,37,70,16.9
2023,TAS,Public,36.4,91,24134,12.43,2.47,9446,293,1242,57,94,39.21
2022,WA,Private,29.4,76,111428,11.32,6.73,7270,281,230,105,86,15.08
2022,SA,Private,27.9,61,59601,11.16,7.01,6603,629,1044,118,63,1.49
2023,WA,Private,18.6,77,93889,8.47,2.98,9764,241,832,82,69,-8.35
2025,NT,Public,18.6,94,35690,7.05,7.13,4216,589,223,109,92,67.98
2025,QLD,Public,26.5,83,21909,7.95,6.12,5291,319,1036,38,67,24.03
2022,TAS,Private,25.7,70,111239,5.83,5.12,6811,787,1182,67,83,42.52
2023,NSW,Private,21.9,92,100032,7.97,6.98,7993,126,1434,57,92,29.04
2023,NT,Private,25.7,82,32062,5.14,4.52,8142,784,360,32,78,67.26
2024,SA,Private,32.9,92,95386,14.41,3.16,9862,216,1478,36,61,34.69
2025,QLD,Private,28.5,85,113237,9.75,3.71,12123,333,1794,16,70,28.08
2021,VIC,Public,19.3,68,54731,19.6,5.03,13330,753,313,58,94,72.46
2025,NT,Public,24.4,87,25153,7.91,5.19,9533,138,703,118,76,51.97
2025,TAS,Public,21.0,63,30481,10.19,6.83,10526,593,1895,77,62,-8.85
2024,ACT,Private,23.1,81,119270,10.37,6.75,5978,698,1154,82,81,-2.23
2021,ACT,Public,22.9,78,86425,5.13,5.49,8347,205,1443,110,94,58.71
2024,NSW,Public,22.6,67,83600,17.59,6.68,10933,299,556,17,80,63.59
2021,WA,Public,18.7,80,104981,5.48,3.15,7595,144,368,62,84,34.52
2022,NSW,Public,24.4,83,91997,19.1,2.3,14110,66,1747,144,61,35.45
2021,ACT,Public,22.2,82,124470,18.38,7.24,13756,166,1168,146,60,43.19
2024,VIC,Private,10.4,82,48205,13.03,2.45,9211,382,441,12,66,23.91
2025,SA,Public,35.3,62,108887,13.15,3.48,12955,571,1598,87,79,48.02
2021,SA,Private,30.4,77,101542,14.81,6.17,5170,129,338,95,65,-9.15
2021,TAS,Private,23.1,83,64149,10.81,4.46,11527,695,296,55,80,76.13
2023,SA,Private,25.1,59,69112,14.71,7.26,12368,481,346,99,94,55.02
2025,TAS,Private,19.1,61,30940,5.67,3.79,6021,252,1405,18,67,43.12
2022,NT,Private,33.5,90,79010,5.81,2.07,11970,165,1280,124,63,11.63
2024,TAS,Public,34.5,81,96794,11.86,3.8,10836,269,1265,139,75,-3.9
2022,NT,Public,25.8,56,44485,13.24,5.47,4185,302,1065,84,62,20.93
2025,TAS,Private,30.1,79,109299,18.32,4.26,6285,218,1934,90,66,46.16
2021,ACT,Private,25.9,63,144321,6.57,5.21,6447,365,742,137,61,43.37
2021,ACT,Private,18.3,81,125584,17.34,7.26,6991,766,891,43,60,18.26
2025,WA,Public,22.9,55,21067,8.15,7.47,13662,421,1225,48,60,41.33
2021,NT,Private,25.7,77,40607,10.91,3.6,12130,632,1511,22,66,61.37
2021,QLD,Public,22.7,64,129419,9.75,4.77,7899,205,1361,142,83,-17.37
2021,NT,Private,23.9,79,81597,11.0,5.29,4935,663,1840,59,64,25.06
2024,TAS,Public,24.5,57,146736,7.26,7.69,11825,62,1735,32,80,55.86
2024,TAS,Private,24.6,60,94554,12.55,7.99,12445,557,1103,131,87,34.61
2023,QLD,Public,25.3,60,68521,17.02,3.41,12274,514,929,129,77,45.15
2022,NSW,Private,19.7,56,132482,11.62,6.36,13335,269,1445,97,83,31.67
2025,TAS,Public,21.4,72,35187,12.36,4.27,4285,64,530,121,91,79.19
2025,WA,Public,18.6,77,122911,17.73,2.05,11545,799,816,120,92,-14.54
2025,SA,Public,29.9,56,23985,15.59,2.06,10479,166,603,81,69,29.1
2023,SA,Public,14.5,66,63052,12.36,4.76,8255,380,707,66,68,-10.86
2024,VIC,Public,30.8,76,39563,8.87,4.93,4885,105,1350,10,92,-4.02
2023,VIC,Public,31.9,91,67322,18.27,2.14,13010,400,1488,122,92,18.3
2025,SA,Public,23.5,74,122842,13.66,6.12,8062,181,1935,71,66,-4.45
2022,SA,Private,12.0,93,81245,8.32,3.76,10066,275,1987,56,63,76.37
2021,ACT,Private,23.2,78,71514,9.04,5.36,13712,357,1238,87,87,74.68
2024,WA,Private,24.7,74,38608,17.05,3.81,6022,524,425,115,82,13.61
2024,QLD,Private,19.9,55,124675,5.66,3.0,13776,271,1183,135,91,43.97
2023,VIC,Private,22.4,55,87262,19.88,4.44,8265,222,1064,14,75,33.38
2024,ACT,Public,32.7,71,112118,6.96,3.39,4547,389,1328,40,69,61.56
2025,ACT,Public,28.3,55,91327,16.94,5.21,7204,555,944,46,73,42.74
2025,QLD,Public,20.4,84,77225,10.92,3.19,10590,206,692,88,93,-19.97
2023,ACT,Public,17.0,57,93994,12.38,5.05,4368,200,518,61,83,56.32
2025,NT,Public,23.4,65,141701,18.21,2.94,14529,746,1442,148,77,54.68
2022,WA,Private,23.9,78,37221,11.19,6.03,4757,227,1500,52,75,30.97
2023,SA,Private,27.5,76,68506,13.06,6.52,12709,582,972,49,84,70.29
2022,TAS,Private,22.3,80,40968,5.74,2.66,7917,161,1564,72,67,70.84
2021,QLD,Private,27.6,67,147677,5.04,4.81,6484,732,651,139,83,32.39
2022,SA,Public,34.7,55,102606,8.67,2.43,14877,187,1592,96,79,40.8
2021,SA,Public,29.1,78,47937,15.21,5.59,6052,282,1143,82,89,79.65
2021,NSW,Public,24.8,64,82435,6.82,3.59,13888,381,1047,113,79,9.88
2022,NT,Private,24.1,89,69508,6.71,5.17,11382,591,1216,25,77,12.46
2023,QLD,Public,23.2,78,146695,11.16,5.1,3932,356,1697,68,63,-1.72
2025,ACT,Private,30.9,82,61831,14.72,7.55,7237,210,1413,56,65,69.59
2025,TAS,Public,21.9,90,62933,15.68,5.29,10240,451,1083,125,62,54.45
2021,QLD,Public,25.2,70,67307,7.68,5.5,6238,639,618,118,77,-9.44
2021,ACT,Private,25.3,94,68340,6.19,4.41,13407,327,1933,18,77,78.18
2023,SA,Public,22.5,70,122951,19.11,7.69,3565,369,1064,74,82,53.1
2024,TAS,Public,18.1,71,128306,8.91,6.66,8378,582,988,68,94,65.05
2022,ACT,Private,26.6,69,106338,17.8,3.71,8558,546,694,111,65,-15.18
2021,WA,Public,24.7,70,63601,17.95,7.07,12326,412,1262,145,85,30.5
2025,ACT,Private,27.5,69,95956,16.59,4.59,3743,421,361,132,80,49.86
2023,NSW,Public,22.3,88,92178,7.53,6.97,11864,704,320,100,83,34.29
2022,NT,Public,31.1,65,105311,17.33,6.94,14103,85,598,105,74,46.66
2023,SA,Public,20.6,55,48754,16.54,3.13,11722,352,1485,67,86,61.79
2022,ACT,Public,33.6,69,63310,13.95,6.21,8409,487,927,41,91,17.43
2022,NT,Public,16.3,80,89893,10.06,3.74,14213,775,760,57,71,64.87
2021,VIC,Public,27.2,58,106799,8.94,3.78,11753,81,803,54,64,-3.71
2023,VIC,Public,27.4,59,140007,6.83,3.78,8629,235,1352,109,66,7.09
2023,NT,Public,21.0,89,68367,12.65,6.35,9318,223,739,109,81,-15.67
2025,NT,Private,27.1,67,33201,13.78,3.38,3301,615,555,55,86,16.44
2025,NSW,Private,31.4,64,22739,10.39,2.01,6767,722,859,135,74,17.99
2021,WA,Public,13.9,65,33231,12.13,6.29,7280,299,631,55,94,60.53
2021,SA,Public,27.5,72,145610,10.45,3.03,10506,328,1288,130,85,45.31
2024,QLD,Private,12.5,88,127814,14.62,2.63,11701,732,1441,97,82,23.67
2025,NSW,Public,20.2,93,62495,18.52,3.43,9962,744,762,70,72,45.21
2022,WA,Public,33.1,77,41168,7.46,4.28,8429,51,1650,55,85,-14.72
2023,NT,Private,22.1,61,52624,10.72,4.86,10248,243,1016,90,62,-1.97
2021,QLD,Public,19.1,93,30635,7.11,2.27,6445,215,1297,54,88,42.69
2023,NT,Public,24.0,57,29964,14.37,7.82,5203,159,1683,127,61,44.14
2023,NT,Private,35.3,66,47785,15.93,6.3,5834,429,1648,56,87,57.41
2024,VIC,Public,15.8,61,115046,18.98,3.94,11986,632,910,32,82,20.3
2025,VIC,Public,19.7,80,102797,9.18,3.91,5479,725,1415,70,65,52.26
2021,QLD,Private,32.5,87,104790,19.25,4.69,12715,334,1412,22,70,48.4
2023,NSW,Public,34.3,91,96928,5.95,5.76,7856,470,211,16,93,76.34
2021,VIC,Private,24.5,69,32336,14.05,2.88,13386,162,438,37,76,1.51
2022,SA,Public,18.8,56,97475,5.86,3.13,13720,277,1816,105,62,35.17
2024,NT,Public,35.5,61,47412,18.41,7.16,3434,520,652,116,93,40.18
2022,TAS,Private,33.0,86,102212,12.95,3.54,13230,577,582,107,81,79.86
2021,ACT,Private,28.4,58,95379,15.04,4.28,4706,545,981,121,88,0.12
2021,QLD,Public,20.9,74,65591,17.47,7.23,11260,80,247,10,88,32.32
2025,QLD,Private,24.8,90,81750,7.25,5.98,8725,211,516,52,64,14.62
2023,VIC,Private,24.2,86,110648,5.58,4.05,4904,754,408,51,69,32.59
2023,NSW,Public,26.7,82,116134,18.18,6.1,10018,771,1770,104,69,3.21
2022,NT,Public,32.3,67,55454,9.72,2.12,6959,427,1342,138,68,-15.24
2024,SA,Public,29.4,55,118537,6.93,6.41,14143,495,776,60,80,37.26
2023,NSW,Private,19.6,89,82672,12.03,4.92,9825,793,514,24,72,13.59
2025,WA,Private,31.9,84,47228,13.97,6.88,9347,476,953,134,69,-1.81
2022,WA,Private,26.6,90,34429,5.46,7.73,9156,745,1259,96,70,12.39
2022,TAS,Private,28.4,79,104294,9.12,7.55,5713,553,1686,62,63,-15.07
2025,VIC,Public,32.3,70,87808,5.49,7.46,14561,576,1987,98,90,75.04
2024,VIC,Private,19.4,73,102886,11.31,5.07,9194,770,1114,115,93,38.11
2025,VIC,Public,24.8,55,135577,18.43,4.16,9512,733,954,15,94,61.48
2024,TAS,Private,22.3,59,73015,19.74,4.79,9867,581,753,40,92,22.31
2025,WA,Public,17.2,76,108074,14.56,6.14,6727,631,1804,49,67,70.33
2025,NSW,Public,26.7,78,88936,7.42,7.3,13596,569,602,78,91,28.33
2021,TAS,Public,37.6,91,100907,18.59,3.24,14517,83,1330,144,92,37.39
2022,TAS,Private,15.8,90,77378,12.74,7.51,6546,785,238,22,67,29.18
2025,NSW,Public,24.8,90,57310,7.31,6.89,5303,740,780,13,73,53.33
2025,VIC,Public,28.2,58,121827,18.83,7.87,6681,539,379,12,93,36.67
2023,SA,Private,25.6,90,103683,16.36,7.28,10852,669,211,149,67,7.16
2022,NSW,Public,24.4,72,88827,15.98,3.68,6221,472,1562,74,66,-5.45
2023,WA,Private,18.5,70,55256,15.64,2.64,7374,517,1142,36,72,40.61
2022,QLD,Private,26.2,72,96428,8.01,2.67,4082,73,1939,116,80,28.92
2023,NT,Public,21.2,76,119862,8.17,3.75,11637,265,747,59,91,-10.4
2025,QLD,Public,14.1,56,122994,15.32,5.69,4592,104,1349,26,70,19.56
2025,ACT,Private,31.0,75,58889,8.3,6.83,8608,75,262,41,73,31.48
2021,ACT,Public,29.8,90,71428,11.58,7.4,8526,330,1043,26,70,62.69
2023,TAS,Private,25.3,93,130502,16.73,5.74,8179,376,1305,43,61,-12.39
2024,NT,Private,26.1,93,57207,16.76,2.03,9472,235,1208,44,93,14.85
2021,QLD,Private,30.4,83,70255,11.8,3.12,5775,544,1522,59,76,62.27
2023,SA,Public,26.1,80,125824,16.88,2.6,14245,61,233,112,73,44.84
2023,VIC,Private,29.5,75,111531,17.58,4.18,4590,690,951,42,84,9.0
2021,WA,Public,23.5,71,25409,14.82,5.01,9004,483,1832,98,86,64.53
2025,ACT,Public,31.6,70,62438,8.43,2.26,10230,257,248,138,67,29.33
2023,SA,Public,26.6,85,130410,9.11,4.09,5231,182,857,94,76,29.84
2025,WA,Public,26.0,63,130238,9.72,3.08,8118,388,1860,68,64,77.66
2021,WA,Private,18.6,85,115359,6.75,5.88,9454,245,900,19,71,74.71
2025,VIC,Public,26.4,68,27869,9.1,4.79,10960,311,1280,66,77,15.85
2022,NT,Private,20.8,91,121260,8.14,4.97,4561,331,308,75,85,-5.94
2024,TAS,Private,21.8,56,76862,11.83,4.57,6646,418,1740,128,90,12.57
2023,QLD,Public,20.9,68,107937,18.63,7.74,10596,152,1184,121,65,-16.95
2024,VIC,Private,19.7,87,45958,6.57,3.29,10240,681,223,24,74,-17.92
2025,SA,Private,35.6,89,96302,15.8,5.1,7942,232,420,22,85,19.55
2023,TAS,Public,31.7,93,39768,15.31,6.42,6238,472,514,123,71,74.1
2025,SA,Private,34.6,74,116330,6.44,5.34,4600,58,493,127,73,67.14
2022,TAS,Private,18.9,56,46145,18.84,7.57,8700,606,1233,123,60,31.14
2021,NT,Private,25.4,73,95622,13.53,4.27,9071,293,1900,43,76,36.52
2023,ACT,Private,18.5,91,128739,10.46,4.78,13248,673,1219,110,92,-19.41
2022,SA,Public,21.5,72,46442,16.35,2.53,3709,616,1704,34,88,1.55
2022,VIC,Private,20.4,70,101948,8.86,5.65,5971,442,1950,121,90,-17.52
2023,TAS,Private,31.2,58,143585,15.4,3.73,13924,576,1217,63,67,55.45
2025,TAS,Private,23.0,66,45596,5.6,2.96,3793,86,837,21,89,-5.44
2022,WA,Private,30.3,83,95791,17.59,5.27,6099,227,466,135,72,66.9
2024,WA,Public,28.0,61,62406,11.72,5.19,14047,688,287,146,75,44.33
2022,NSW,Private,36.5,68,60524,14.55,2.46,9030,678,654,40,61,2.94
2025,SA,Public,17.6,66,43332,8.32,6.19,8765,121,1849,87,77,-4.23
2025,WA,Private,31.3,89,130160,15.16,5.74,3026,401,1756,62,94,42.76
2024,NSW,Public,30.7,59,35764,16.58,3.13,9693,672,1371,121,78,70.08
2022,ACT,Public,20.1,71,47563,12.1,4.82,14459,198,956,52,72,51.84
2025,ACT,Public,30.0,86,107675,14.27,6.32,8322,746,1952,51,63,14.85
2023,WA,Public,26.7,64,56370,11.84,5.18,11276,154,630,133,78,38.74
2021,SA,Public,23.9,71,25062,18.41,4.37,8951,708,1975,76,84,11.08
2021,TAS,Private,20.9,59,64645,12.47,3.93,6101,270,1110,75,90,79.91
2021,QLD,Private,21.4,63,142759,17.63,5.66,9609,423,1967,92,63,54.88
2022,NT,Private,35.2,87,27244,17.02,7.63,12314,567,1967,103,66,41.44
2024,SA,Public,25.0,90,26372,11.16,6.03,8309,309,441,114,75,22.33
2025,NT,Private,28.9,90,125409,8.45,2.45,3011,348,901,40,64,41.82
2023,VIC,Public,21.0,72,146248,11.09,4.76,10770,91,1101,127,82,14.16
2023,ACT,Public,21.1,63,105501,17.39,7.34,12940,541,940,37,91,-17.11
2022,WA,Private,30.4,83,137450,8.41,2.57,14301,488,265,13,83,19.51
2021,WA,Private,18.3,68,84471,12.87,7.93,13068,96,1171,147,84,73.05
2022,NT,Public,22.9,79,130533,17.09,7.69,13811,134,577,27,87,42.63
2024,TAS,Public,25.2,69,36956,10.3,2.47,8413,735,587,56,78,-11.6
2024,NT,Private,25.6,60,60473,14.63,7.6,8774,107,980,18,66,68.5
2025,VIC,Private,24.1,83,33894,8.68,4.18,3179,760,408,38,76,6.89
2025,TAS,Private,27.0,69,130584,6.64,7.07,3796,258,1638,101,61,4.38
2024,VIC,Private,28.5,83,118918,16.92,4.51,10279,297,215,73,75,9.71
2024,QLD,Public,28.7,58,89586,6.48,4.65,10188,260,1520,120,77,37.72
